MLS Number,Property Type,Status,Street Number,Street Name,Unit Number,City/Location,Zip Code,County,List Price,Close Price,Close Date,Area,Subdivision,Master Planned Community,Market Area,School District,School Elementary,School Middle,School High,Building SqFt,Price Sq Ft List,Price Sq Ft Sold,Lot Size,Acres,Price Acre List,Price Acre Sales,Year Built,Bedrooms,Baths Full,Baths Half,Baths Total,Room Count,Fireplaces Number,Stories,New Construction,New Construction Desc,Pool Private,No Of Garage Cap,Style,DOM,CDOM,List Office MLSID,List Office Name,List Agent MLSID,List Agent Full Name,Selling Office MLSID,Selling Office Name,Selling Agent MLSID,Selling Agent Full Name,Realist Owner Name,Last Change Timestamp,List Date 
85654574,Single-Family,Sold,11811,Ironstone,,Houston,77067,Harris,$67500,$60501,01/25/2010 12:00:00 AM,13,CAMDEN PARK,,1960/Cypress Creek South,48 - Spring,JOAN LINK ELEMENTARY SCHOOL,STELLE CLAUGHTON MIDDLE SCHOOL,WESTFIELD HIGH SCHOOL,1523,$44.32,$39.72,6300,,,,1979,4,2,0,2,9,1,1,False,,False,2,Traditional,46,46,OLDE01,Olde Homestead Properties of,MISSB,Barbara Gardner,NDAA01,"Lifestyles Realty, Inc.",EDWARDSB,Bill Edwards,,,10/20/2009 12:00:00 AM
67827443,Single-Family,Sold,11506,Spring Grove,,Houston,77099,Harris,$65000,$60150,01/28/2010 12:00:00 AM,28,PARKGLEN WEST 3,,Stafford Area,2 - Alief,SMITH ELEMENTARY SCHOOL (ALIEF),OLLE MIDDLE SCHOOL,OTHER,2171,$29.94,$27.71,7320,,,,1971,4,2,0,2,9,1,1.5,False,,True,2,Traditional,6,151,MLAZ01,"Milazzo Properties, LLC",SAHAR,Sahar Johnson,KHER01,"Khera Interest, Inc.",KHERATSK,Tirath Khera,,,01/04/2010 12:00:00 AM
2051034,Single-Family,Sold,2631,Cypress,,Houston,77073,Harris,$64900,$60100,01/29/2010 12:00:00 AM,12,CYPRESS TERRACE,,Aldine Area,1 - Aldine,MAGRILL ELEMENTARY SCHOOL,LEWIS MIDDLE SCHOOL,NIMITZ HIGH SCHOOL (ALDINE),1150,$56.43,$52.26,6045,,,,2005,3,2,0,2,6,0,1,False,,False,2,Traditional,30,30,LOMA06,Armas Realty,ARMASB,Benito Armas,KWKT01,Keller Williams Premier Realty,ccanfield,Claudia Canfield,,,12/10/2009 12:00:00 AM
1177338,Single-Family,Sold,7442,San Benito,,Houston,77083,Harris,$69900,$60000,01/29/2010 12:00:00 AM,37,MISSION BEND SAN GABRIEL SEC,,Mission Bend Area,2 - Alief,PETROSKY ELEMENTARY SCHOOL,ALBRIGHT MIDDLE SCHOOL,OTHER,1358,$51.47,$44.18,4750,,,,1983,3,2,0,2,6,1,1,False,,False,2,Traditional,23,23,BERK01,Berkshire Hathaway HomeService,BOBVS,Robert Van Slyke,HAIG01,Home & Investment Group,MVL,My Le,,,12/21/2009 12:00:00 AM
18314904,Single-Family,Sold,7706,Alanwood,,Houston,77061,Harris,$60000,$60000,01/25/2010 12:00:00 AM,3,BARKERWOOD,,Hobby Area,27 - Houston,LEWIS/Bellfort Academy,ORTIZ MIDDLE SCHOOL,CHAVEZ HIGH SCHOOL,1860,$32.26,$32.26,11890,,,,1958,3,2,0,2,9,,1,False,,False,2,Traditional,28,212,ALAI01,"StarCrest Realty, LLC",rwells,"Robert Wells, II",ALAI01,"StarCrest Realty, LLC",LEGACYH,Guillermo Hernandez,,,12/18/2009 12:00:00 AM
63113482,Single-Family,Sold,4726,Kingussie,,Houston,77084,Harris,$60000,$60000,01/29/2010 12:00:00 AM,8,GLENCAIRN 2,,Bear Creek South,13 - Cypress-Fairbanks,LIEDER ELEMENTARY SCHOOL,WATKINS MIDDLE SCHOOL,CYPRESS LAKES HIGH SCHOOL,1648,$36.41,$36.41,8050,,,,1975,3,2,0,2,3,,1,False,,False,2,Traditional,40,40,ESOR01,David Rose Realty,ESOR,David Rose,LMAR01,LMR Properties,RAZ,Razelle Smith,,,12/02/2009 12:00:00 AM
11876121,Single-Family,Sold,6242,Gillian Park,,Katy,77449,Harris,$64900,$60000,01/12/2010 12:00:00 AM,25,BRENWOOD VILLAGE,,Bear Creek South,13 - Cypress-Fairbanks,MCFEE ELEMENTARY SCHOOL,THORNTON MIDDLE SCHOOL (CY-FAIR),CYPRESS LAKES HIGH SCHOOL,1192,$54.45,$50.34,4207,,,,2005,2,1,0,1,7,,2,False,,False,1,Traditional,57,57,GGPR06,BHGRE Gary Greene,GILNUNO,Gilbert Nuno,SSTX01,"Steven Schalit, R.E. Broker",SSRE,Steven Schalit,,,10/26/2009 12:00:00 AM
62330747,Single-Family,Sold,11518,Gum Valley,,Houston,77088,Harris,$60000,$60000,01/29/2010 12:00:00 AM,11,RECREATION FRMS 2,,Northwest Houston,32 - Klein,EILAND ELEMENTARY SCHOOL,KLEIN INTERMEDIATE SCHOOL,KLEIN FOREST HIGH SCHOOL,1496,$40.11,$40.11,18000,,,,1962,3,1,0,1,4,,1,False,,False,2,Traditional,87,87,OLYM01,Olympic Realty,BRIDGESA,Alicia Bridges,PBME04,Realty Associates,,,,,06/29/2009 12:00:00 AM
7706626,Single-Family,Sold,830,23rd,,Houston,77008,Harris,$60000,$60000,01/22/2010 12:00:00 AM,9,HOUSTON HEIGHTS,,Heights/Greater Heights,27 - Houston,SINCLAIR ELEMENTARY SCHOOL (HOUSTON),HAMILTON MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,716,$18.32,$83.80,3275,,,,1910,2,1,0,1,4,,1,False,,False,0,Traditional,350,350,GKPI03,Greenwood King Properties,njo,NancyJane McMillan,GKPI03,Greenwood King Properties,njo,NancyJane McMillan,,,11/05/2008 12:00:00 AM
27135519,Single-Family,Sold,19703,Lions Gate,,Humble,77338,Harris,$59900,$59900,01/28/2010 12:00:00 AM,12,KENSWICK,,Humble Area West,1 - Aldine,JONES ELEMENTARY SCHOOL (ALDINE),TEAGUE MIDDLE SCHOOL,NIMITZ HIGH SCHOOL (ALDINE),1431,$41.86,$41.86,8250,,,,1979,3,2,0,2,8,1,1,False,,False,2,Traditional,11,11,RXEC01,Realty Executives/The Woodland,JABERRY,Julie Berry,GFRE01,"James L. Cole, Broker",COLE,James Cole,,,01/08/2010 12:00:00 AM
86100838,Single-Family,Sold,11714,Steamboat Springs,,Houston,77067,Harris,$64900,$59500,01/22/2010 12:00:00 AM,13,CAMDEN PARK 1,,1960/Cypress Creek South,48 - Spring,JOAN LINK ELEMENTARY SCHOOL,STELLE CLAUGHTON MIDDLE SCHOOL,WESTFIELD HIGH SCHOOL,1490,$43.56,$39.93,6300,,,,1979,3,2,0,2,5,1,1,False,,False,2,Traditional,29,29,KWKT01,Keller Williams Premier Realty,SUTTER,Stacy Sutter,GGPR07,BHGRE Gary Greene,martyjhc,Martin Guzman,,,11/17/2009 12:00:00 AM
21177468,Single-Family,Sold,5606,Howell,,Houston,77032,Harris,$59900,$59000,01/13/2010 12:00:00 AM,12,NOT CODED,,Aldine Area,1 - Aldine,FRANCIS ELEMENTARY SCHOOL,TEAGUE MIDDLE SCHOOL,NIMITZ HIGH SCHOOL (ALDINE),1468,$40.80,$40.19,8931,,,,2005,3,2,0,2,6,,1,False,,False,1,Traditional,1,31,INVR01,"Beltway Realty, Inc.",COOPERJD,Jacqueline Cooper,nonmls,Non-MLS,nonmls,Non-MLS Agent,,,01/10/2010 12:00:00 AM
26539752,Single-Family,Sold,20223,Black Hickory,,Katy,77449,Harris,$59900,$59000,01/22/2010 12:00:00 AM,25,RAINTREE VILLAGE SEC 1,,Katy - North,30 - Katy,FRANZ ELEMENTARY SCHOOL,MORTON RANCH JUNIOR HIGH SCHOOL,MORTON RANCH HIGH SCHOOL,1004,$59.66,$58.76,8400,,,,1983,3,1,0,1,6,,1,False,,False,1,Traditional,20,61,NICT01,Nicola Real Estate,TANICOLA,Tracy Slaughter,GGPR06,BHGRE Gary Greene,JOSH,Sherri Putt,,,12/15/2009 12:00:00 AM
75443243,Single-Family,Sold,4134,Bermuda,,Pasadena,77503,Harris,$53900,$59000,01/08/2010 12:00:00 AM,6,SAN AUGUSTINE ESTATES,,Pasadena,16 - Deer Park,CARPENTER ELEMENTARY SCHOOL (DEER PARK),DEEPWATER JUNIOR HIGH SCHOOL,DEER PARK HIGH SCHOOL,1108,$48.65,$53.25,7800,,,,1978,3,2,0,2,6,,1,False,,False,2,Traditional,43,43,CPMT04,Century 21 Paramount- Pearland,MORRISS,Sharon Morris,PBME01,Realty Associates,LKT,Larry Toombs,,,11/04/2009 12:00:00 AM
16918432,Single-Family,Sold,23706,Summer Pine,,Spring,77373,Harris,$53900,$59000,01/08/2010 12:00:00 AM,12,CYPRESS TRAILS OF TIMBER LAN,,Spring East,48 - Spring,GLORIA MARSHALL ELEMENTARY SCHOOL,RICKY C BAILEY M S,SPRING HIGH SCHOOL,1296,$41.59,$45.52,11340,,,,1983,3,2,0,2,8,1,1.5,False,,False,1,Traditional,29,29,AMES01,Brenda Ames & Associates,CATZ,Brenda Ames,JINE01,"Texas Home Group, REALTORS",SUZI,Suzanne Davis,,,10/28/2009 12:00:00 AM
14045152,Single-Family,Sold,6610,Grand Haven,,Houston,77088,Harris,$50000,$58900,01/05/2010 12:00:00 AM,11,INWOOD NORTHWEST SEC 2,,Northwest Houston,32 - Klein,EILAND ELEMENTARY SCHOOL,KLEIN INTERMEDIATE SCHOOL,KLEIN FOREST HIGH SCHOOL,1716,$29.14,$34.32,7978,,,,1990,4,2,0,2,6,1,1,False,,False,2,Traditional,15,286,CCDV01,CCD Ventures,DIXONM,Rose Dixon,KENG01,ABSOLUTE Realty Group Inc.,AnthonyN,Anthony Nguyen,,,04/01/2009 12:00:00 AM
88084169,Single-Family,Sold,3435,Creek Grove,,Houston,77066,Harris,$55000,$58500,01/22/2010 12:00:00 AM,13,BRIARCREEK,,1960/Cypress Creek South,1 - Aldine,CONLEY ELEMENTARY SCHOOL,PLUMMER MIDDLE SCHOOL,DAVIS HIGH SCHOOL (ALDINE),1492,$36.86,$39.21,6916,,,,1981,3,2,1,2.1,3,1,1,False,,False,2,Traditional,7,177,RXME01,Village Property Advisors,SARITA,Sarita Gjersdal,TFSR01,Texas 5th Star Realty,TAYLORLJ,Linda Taylor-Flores,,,12/17/2009 12:00:00 AM
91817604,Single-Family,Sold,3707,Acorn Way,,Spring,77389,Harris,$56900,$58500,01/12/2010 12:00:00 AM,14,FOREST NORTH,,Spring/Klein,32 - Klein,KREINHOP ELEMENTARY SCHOOL,SCHINDEWOLF INTERMEDIATE SCHOOL,KLEIN COLLINS HIGH SCHOOL,1560,$36.47,$37.50,10982,,,,1978,4,2,0,2,9,1,1,False,,False,2,Traditional,7,7,PBME01,Realty Associates,MCOLEMAN,James Coleman,PBME02,Realty Associates,GPARRA,Guillermo Parra,,,12/16/2009 12:00:00 AM
18397216,Single-Family,Sold,14635,Liscomb,,Houston,77084,Harris,$59900,$58000,01/28/2010 12:00:00 AM,8,BRADFORD COLONY SEC 1 R/P,,Eldridge North,13 - Cypress-Fairbanks,HORNE ELEMENTARY SCHOOL,TRUITT MIDDLE SCHOOL,CYPRESS FALLS HIGH SCHOOL,1179,$50.81,$49.19,3977,,,,1986,3,2,0,2,6,1,2,False,,False,1,Traditional,13,26,RMXM01,RE/MAX Metro,seeta,Seeta Badal,HTRC01,H Town Realty.Com,AZMI,Azmi ElMasri,,,12/18/2009 12:00:00 AM
54411040,Single-Family,Sold,6623,Winding Trace,,Houston,77086,Harris,$62000,$58000,01/15/2010 12:00:00 AM,11,NORTHWEST PARK SEC 4,,Aldine Area,1 - Aldine,CARMICHAEL ELEMENTARY SCHOOL,SHOTWELL MIDDLE SCHOOL,DAVIS HIGH SCHOOL (ALDINE),1501,$41.31,$38.64,7040,,,,1979,4,2,0,2,9,1,1,False,,False,2,Traditional,27,27,CCDV01,CCD Ventures,DIXONM,Rose Dixon,KWHM02,Keller Williams Realty,MCCLIMON,Stephanie McClimon,,,11/24/2009 12:00:00 AM
81838933,Single-Family,Sold,20082,Navaho,,Katy,77449,Harris,$53900,$58000,01/07/2010 12:00:00 AM,25,SUNDOWN 2 & RP,,Katy - North,30 - Katy,SUNDOWN ELEMENTARY SCHOOL (KATY),MORTON RANCH JUNIOR HIGH SCHOOL,MORTON RANCH HIGH SCHOOL,1462,$36.87,$39.67,6240,,,,1981,3,2,0,2,7,,1,False,,False,2,Traditional,24,24,KWKT01,Keller Williams Premier Realty,RAMELL,Ramell Williams,ZIPC01,ZipRealty Residental Brokerage,MForey,Rose Forey,,,11/20/2009 12:00:00 AM
75735541,Single-Family,Sold,6638,Deer Ridge,,Houston,77086,Harris,$55000,$58000,01/21/2010 12:00:00 AM,11,NORTHWEST PARK SEC 2,,Aldine Area,1 - Aldine,CARMICHAEL ELEMENTARY SCHOOL,SHOTWELL MIDDLE SCHOOL,DAVIS HIGH SCHOOL (ALDINE),1932,$28.47,$30.02,6380,,,,1976,4,2,0,2,8,1,1,False,,False,2,Traditional,27,27,INVR01,"Beltway Realty, Inc.",COOPERJD,Jacqueline Cooper,TRNR01,Martha Turner Sotheby's International Realty,sasso,Ronald Espinoza,,,11/06/2009 12:00:00 AM
4073475,Single-Family,Sold,7626,Teesdale,,Houston,77028,Harris,$55000,$58000,01/29/2010 12:00:00 AM,2,GLEN MANOR 2,,Northeast Houston,,MCGOWEN ELEMENTARY SCHOOL (HOUSTON),KEY MIDDLE SCHOOL,KASHMERE HIGH SCHOOL,1431,$38.43,$40.53,7200,,,,2005,3,2,0,2,7,,2,False,,False,1,Traditional,26,26,CCDV01,CCD Ventures,DIXONM,Rose Dixon,TDSR01,Trend Setter Realty,ZENOBIA,Donna Aron,,,06/26/2009 12:00:00 AM
24866247,Single-Family,Sold,706,Woodport,,Houston,77090,Harris,$59000,$57900,01/25/2010 12:00:00 AM,13,ELLA CROSSING SEC 1,,1960/Cypress Creek South,48 - Spring,BAMMEL ELEMENTARY SCHOOL,BAMMEL MIDDLE SCHOOL,WESTFIELD HIGH SCHOOL,1490,$39.60,$38.86,2841,,,,2006,2,2,0,2,5,0,2,False,,False,2,Traditional,17,17,RMNW01,"RE/MAX Northwest, REALTORS",GARRETTH,Hershel Garrett,ELTE02,Century 21 Showcase The Woodlands,CRICKET,Susan Meza,,,12/21/2009 12:00:00 AM
95664861,Single-Family,Sold,454,Pickering,,Houston,77091,Harris,$55000,$57600,01/08/2010 12:00:00 AM,9,MILLERVIEW GARDENS,,Northwest Houston,27 - Houston,WESLEY ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1452,$37.88,$39.67,11280,,,,1965,3,2,0,2,9,0,1,False,,False,2,Traditional,15,15,MONI01,The Houston Real  Estate Group,MYRICK,Lorenza Myrick,PBME01,Realty Associates,DEYSI,Deysi Howland,,,08/14/2009 12:00:00 AM
61116083,Single-Family,Sold,14926,Deming,,Channelview,77530,Harris,$59800,$57500,01/29/2010 12:00:00 AM,2,CHANNEL WOOD 1,,North Channel,8 - Channelview,OTHER,OTHER,CHANNELVIEW HIGH SCHOOL,1220,$49.02,$47.13,6098,,,,1963,3,1,1,1.1,3,,1,False,,False,0,Traditional,65,266,GARL01,Century 21 Garlington & Assoc.,GARLINJP,J.P. Garlington,GARL01,Century 21 Garlington & Assoc.,MAR,Cynthia Martinez,,,10/05/2009 12:00:00 AM
98998413,Single-Family,Sold,6714,Roxbury,,Houston,77087,Harris,$59900,$57000,01/21/2010 12:00:00 AM,3,ANDOVER PLACE,,Hobby Area,27 - Houston,GREGG ELEMENTARY SCHOOL,HARTMAN MIDDLE SCHOOL,STERLING HIGH SCHOOL (HOUSTON),1369,$43.75,$41.64,7080,,,,1959,3,2,0,2,9,0,1,False,,False,2,Traditional,29,29,IRSI01,Realtor Pros Tx,THIBODEP,Peggy Thibodeaux,PORG01,Premier One Realty Group,QUIROGAD,Dolores Quiroga,,,12/15/2009 12:00:00 AM
53485042,Single-Family,Sold,6426,Bridgegate,,Spring,77373,Harris,$47000,$57000,01/22/2010 12:00:00 AM,12,GREENGATE PLACE,,Spring East,48 - Spring,ANDERSON ELEMENTARY SCHOOL (SPRING),DUEITT MIDDLE SCHOOL,SPRING HIGH SCHOOL,1655,$28.40,$34.44,6000,,,,1979,3,2,0,2,8,1,1,False,,False,2,Traditional,10,10,OLDE01,Olde Homestead Properties of,MISSB,Barbara Gardner,GGPR21,BHGRE Gary Greene,BERMUDEZ,Antonio Bermudez,,,11/10/2009 12:00:00 AM
85817340,Single-Family,Sold,4222,Burkegate,,Spring,77373,Harris,$57600,$57000,01/22/2010 12:00:00 AM,12,BIRNAM WOOD SEC 3,,Spring East,48 - Spring,MILDRED JENKINS ELEMENTARY SCHOOL,DUEITT MIDDLE SCHOOL,SPRING HIGH SCHOOL,1641,$35.10,$34.73,6600,,,,1977,4,2,0,2,10,1,1,False,,False,2,Traditional,56,56,CCDV01,CCD Ventures,DIXONM,Rose Dixon,NDAA01,"Lifestyles Realty, Inc.",EDWARDSB,Bill Edwards,,,08/04/2009 12:00:00 AM
17527781,Single-Family,Sold,3342,Tenaha,,Houston,77014,Harris,$58900,$56500,01/22/2010 12:00:00 AM,13,SABLE CHASE SEC 4 PH 2,,1960/Cypress Creek South,48 - Spring,DELORAS E THOMPSON ELEMENTARY SCHOOL,EDWIN M WELLS MIDDLE SCHOOL,WESTFIELD HIGH SCHOOL,1116,$52.78,$50.63,4410,,,,1999,3,2,0,2,7,,1,False,,False,2,Traditional,25,25,KWWD01,Keller Williams Realty The Woodlands,MARIAP,Maria Pyle,KWWD01,Keller Williams Realty The Woodlands,sari,Sari Young,,,12/13/2009 12:00:00 AM
51929797,Single-Family,Sold,10922,Loch Bend,,Houston,77086,Harris,$59435,$56500,01/29/2010 12:00:00 AM,11,NORTHWEST GREEN,,Northwest Houston,32 - Klein,MCDOUGLE ELEMENTARY SCHOOL,KLEIN INTERMEDIATE SCHOOL,KLEIN FOREST HIGH SCHOOL,1376,$43.19,$41.06,5670,,,,1982,3,2,0,2,7,,1,False,,False,2,Traditional,69,69,CXCL01,Xcel Properties,WEASTERM,Michael Weaster,CXCL01,Xcel Properties,gad,Nandan Gad,,,11/03/2009 12:00:00 AM
19851528,Single-Family,Sold,13119,Chimney Sweep,,Houston,77041,Harris,$49900,$56200,01/22/2010 12:00:00 AM,8,CHIMNEY HILL SEC 4,,Copperfield Area,13 - Cypress-Fairbanks,HAIRGROVE ELEMENTARY SCHOOL,LABAY MIDDLE SCHOOL,CYPRESS FALLS HIGH SCHOOL,1264,$39.48,$44.46,4956,,,,1983,3,2,0,2,7,1,1,False,,False,2,Traditional,6,6,MONI01,The Houston Real  Estate Group,MONAMONA,Monica Vaca,MONI01,The Houston Real  Estate Group,JAMOUS,Hanan Jamous,,,12/17/2009 12:00:00 AM
18395402,Single-Family,Sold,11314,Mortimer,,Houston,77066,Harris,$59900,$55900,01/27/2010 12:00:00 AM,13,GREENFIELD VILLAGE 2,,1960/Cypress Creek South,1 - Aldine,CONLEY ELEMENTARY SCHOOL,PLUMMER MIDDLE SCHOOL,DAVIS HIGH SCHOOL (ALDINE),1745,$34.33,$32.03,6585,,,,1983,3,2,0,2,5,1,1,False,,False,2,Ranch,14,14,TRPR01,"The Treadstone Realty Group,",COLTON,Colton Hutchins,BONN01,Bluebonnet Realty,RAINBOW,Wayne Richards,,,12/21/2009 12:00:00 AM
29122264,Single-Family,Sold,5339,Kent,,Pasadena,77505,Harris,$57000,$55100,01/27/2010 12:00:00 AM,6,FAIRMONT MEADOWS SEC 2,,Pasadena,41 - Pasadena,TURNER ELEMENTARY SCHOOL,BONDY INTERMEDIATE SCHOOL,MEMORIAL HIGH SCHOOL (PASADENA),910,$62.64,$60.55,5613,,,,1986,2,1,0,1,6,,1,False,,False,1,Traditional,114,114,COLD01,"Coldwell Banker United, REALTORS",RJEVANS,Rhonda Clark,COLD32,"Coldwell Banker United,",PURPLEMI,Leslie Phelps,,,08/26/2009 12:00:00 AM
54065145,Single-Family,Sold,16206,Royal Mile,,Houston,77084,Harris,$57900,$55000,01/22/2010 12:00:00 AM,8,GLENCARAIN,,Bear Creek South,13 - Cypress-Fairbanks,LIEDER ELEMENTARY SCHOOL,WATKINS MIDDLE SCHOOL,CYPRESS LAKES HIGH SCHOOL,1478,$39.17,$37.21,7150,,,,1975,5,2,0,2,10,,1,False,,False,0,Traditional,11,11,REAL01,Home Team of America,GREG,Greg Graham,REAL01,Home Team of America,GREG,Greg Graham,,,12/15/2009 12:00:00 AM
58515733,Single-Family,Sold,16811,Grouse Moor,,Houston,77084,Harris,$79900,$55000,01/29/2010 12:00:00 AM,8,GLENCAIRN 4,,Bear Creek South,13 - Cypress-Fairbanks,LIEDER ELEMENTARY SCHOOL,WATKINS MIDDLE SCHOOL,CYPRESS LAKES HIGH SCHOOL,1674,$47.73,$32.86,6600,,,,1976,3,2,0,2,8,1,1,False,,False,2,Traditional,84,84,RMRC01,RE/MAX Realty Center,hamlinc,Catherine Hamlin,RSOH01,NetWorth Realty of Houston LLC,jmazz,Jeffrey Mazzolini,,,10/01/2009 12:00:00 AM
35503485,Single-Family,Sold,2624,Craigmont,,Houston,77023,Harris,$69900,$55000,01/05/2010 12:00:00 AM,4,RIVERVIEW,,University Area,27 - Houston,HENDERSON J ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),AUSTIN HIGH SCHOOL (HOUSTON),1008,$13.98,$54.56,5000,,,,1931,2,1,0,1,2,,1,False,,False,1,Traditional,90,90,RMCV01,RE/MAX CityView,RILEYJ,Jeffrey Riley,RMCV01,RE/MAX CityView,RILEYJ,Jeffrey Riley,,,09/15/2009 12:00:00 AM
13103048,Single-Family,Sold,21215,Grand Linden,,Humble,77338,Harris,$53900,$55000,01/08/2010 12:00:00 AM,1,KENSWICK MEADOWS AMEND,,Humble Area West,1 - Aldine,JONES ELEMENTARY SCHOOL (ALDINE),TEAGUE MIDDLE SCHOOL,NIMITZ HIGH SCHOOL (ALDINE),1437,$37.51,$38.27,4967,,,,2005,3,2,0,2,7,0,1,False,,False,1,Traditional,89,89,TWRE01,T. Walden Real Estate LLC,TWALDEN,Terry Walden,GGPR21,BHGRE Gary Greene,ISABEL,Isabel Vasquez,,,08/03/2009 12:00:00 AM
40406759,Single-Family,Sold,11106,Sagecrest,,Houston,77089,Harris,$79900,$55000,01/04/2010 12:00:00 AM,3,SAGEMONT 6,,Southbelt/Ellington,41 - Pasadena,STUCHBERY ELEMENTARY SCHOOL,THOMPSON INTERMEDIATE SCHOOL,DOBIE HIGH SCHOOL,1858,$43.00,$29.60,7040,,,,1966,4,2,0,2,10,1,1.5,False,,False,2,Traditional,142,142,BERK01,Berkshire Hathaway HomeService,BOBVS,Robert Van Slyke,BERK02,Berkshire Hathaway HomeService,BOBVS,Robert Van Slyke,,,06/01/2009 12:00:00 AM
4301100,Single-Family,Sold,7834,Dyer,,Houston,77088,Harris,$59900,$55000,01/20/2010 12:00:00 AM,11,HIGHLAND LOVE,,Northwest Houston,27 - Houston,ANDERSON ACADEMY,DREW ACADEMY,CARVER H S FOR APPLIED TECH/ENGINEERING/ARTS,1693,$35.38,$32.49,3000,,,,2007,3,2,1,2.1,8,0,2,True,Never Lived In,False,1,Traditional,485,485,PERF01,"Performance Realty, Inc.",MARKSMIL,Miles Marks,CATR01,Capital Trust Realty,VALGIL,Valerie Gil,,,08/09/2008 12:00:00 AM
2309781,Single-Family,Sold,6009,Crane,,Houston,77026,Harris,$55000,$55000,01/29/2010 12:00:00 AM,2,Liberty Gardens 1,,Northside,27 - Houston,ISAACS ELEMENTARY SCHOOL,FLEMING MIDDLE SCHOOL,WHEATLEY HIGH SCHOOL,816,$67.40,$67.40,9350,,,,1950,2,1,0,1,5,,1,False,,False,1,Traditional,564,564,RMFP01,RE/MAX Fine Properties,CANALESA,Arturo Canales,RMFP01,RE/MAX Fine Properties,CANALESA,Arturo Canales,,,01/07/2008 12:00:00 AM
3309694,Single-Family,Sold,2101,Oaks,,Pasadena,77502,Harris,$66000,$55000,01/29/2010 12:00:00 AM,6,VINCE HEIGHTS 3,,Pasadena,41 - Pasadena,SOUTH SHAVER ELEMENTARY SCHOOL,SOUTHMORE INTERMEDIATE SCHOOL,PASADENA HIGH SCHOOL,1683,$39.22,$32.68,10000,,,,1953,3,1,1,1.1,6,,1,False,,False,1,Traditional,664,664,ESHI01,"Evan S. Howell, Inc.",HOWELLEV,Evan Howell,ESHI01,"Evan S. Howell, Inc.",HOWELLEV,Evan Howell,,,07/13/2007 12:00:00 AM
46122782,Single-Family,Sold,22738,Melham,,Spring,77373,Harris,$54900,$54900,01/12/2010 12:00:00 AM,12,POST WOOD 4,,Spring East,48 - Spring,CHET BURCHETT ELEMENTARY SCHOOL,DUEITT MIDDLE SCHOOL,SPRING HIGH SCHOOL,1452,$37.81,$37.81,6300,,,,1981,3,2,0,2,8,,1,False,,False,2,Traditional,99,99,MELR01,Century 21 Melrose & Co.,HILLROBT,Robert Hill,MELR01,Century 21 Melrose & Co.,HILLROBT,Robert Hill,,,08/24/2009 12:00:00 AM
21374554,Single-Family,Sold,11326,Angelique,,Houston,77065,Harris,$73000,$54800,01/22/2010 12:00:00 AM,10,BONAIRE SEC 1 & RP,,1960/Cypress,13 - Cypress-Fairbanks,ADAM ELEMENTARY SCHOOL,ARNOLD MIDDLE SCHOOL,CY-FAIR HIGH SCHOOL,1538,$47.46,$35.63,7800,,,,1975,4,2,0,2,9,,1,False,,False,2,Traditional,12,12,RMXP01,"RE/MAX Westside, REALTORS",jhbrown,James Brown,RMXP01,"RE/MAX Westside, REALTORS",jhbrown,James Brown,,,11/18/2009 12:00:00 AM
38182442,Single-Family,Sold,12118,Sagedowne,,Houston,77089,Harris,$49500,$53500,01/08/2010 12:00:00 AM,3,SAGEMONT 1,,Southbelt/Ellington,41 - Pasadena,BURNETT ELEMENTARY SCHOOL,THOMPSON INTERMEDIATE SCHOOL,DOBIE HIGH SCHOOL,1588,$31.17,$33.69,7370,,,,1964,3,2,0,2,6,1,1,False,,False,2,Traditional,26,26,AVNU01,Avenue Homes,TMR,Michael Roberts,AVNU01,Avenue Homes,JNeymeyer,Julie Neymeyer,,,12/03/2009 12:00:00 AM
58783943,Single-Family,Sold,1342,Pennygent,,Channelview,77530,Harris,$53410,$53410,01/25/2010 12:00:00 AM,2,STERLING GREEN 2,,North Channel,8 - Channelview,OTHER,OTHER,CHANNELVIEW HIGH SCHOOL,1538,$34.73,$34.73,6534,,,,1977,3,2,0,2,9,1,1,False,,False,2,Traditional,37,37,RANK01,J.D. Rankin and Associates,RANKINJD,Joel Rankin,RANK01,J.D. Rankin and Associates,LHART,Larry Hart,,,12/02/2009 12:00:00 AM
56707846,Single-Family,Sold,17302,Wigeon Way,,Humble,77396,Harris,$52900,$53000,01/15/2010 12:00:00 AM,1,ATASCOCITA TRACE SEC 1,,Humble Area East,29 - Humble,RIVER PINES ELEMENTARY SCHOOL,HUMBLE MIDDLE SCHOOL,HUMBLE HIGH SCHOOL,1896,$27.90,$27.95,6420,,,,2005,3,2,1,2.1,7,,2,False,,False,1,Traditional,29,29,JJAK01,Jan Jackson Group,PATEP,Peggy Pate,LHRG01,La Hacienda Realty Group,bgaytan,Billy Gaytan,,,12/07/2009 12:00:00 AM
